done	part of speech	phonemes	romanisation	definition	keywords	tags	gloss
TRUE	noun (inanimate)	wa.bẽ	wabé	food multitool (handheld or wall-mounted, with toolheads to chop, mash, and change temperature)	food multitool, utensil, kitchen tool	tools, objects	
TRUE	adjective	wa.biː	wabii	with inward flow from all sides: gathering, attractor-like, directed towards a point; spherically symmetric, at hydrostatic equilibrium; (colloquial) socially popular, established in a community, depended on	gathering, attractor, attractor-like, symmetric, spherically symmetric, equilibrium, hydrostatic equilibrium, popular, established, depended on		
TRUE	verb (intransitive)	wa.ce	wace	adapt, cope, change to fit something	adapt, cope, fit, conform		
TRUE	noun (inanimate)	wã.ceːj	wáceei	swallow, consume, intake (anything via any channel)	swallow, consume, intake	body	
TRUE	conjunction (clause)	wã.del	wádel	P conj Q = when and where P there Q, in situations where P, also Q; P and Q correlate (undertone: P is predictable)	if, when, then, correlate, correlation		
TRUE	adjective	wã.ɸa	wáfa	medium effortful, average trivial-strenuous	effortful, strenuous, taxing		
TRUE	noun (animate)	wãj.wãj	wáiwái	father (not general term for parent or ancestor)	father		
TRUE	particle	wal	wal	before a sentence, marks it as a declaration (social message where the utterance itself causes the state it describes, as in "I promise" or "you are forgiven" or "we surrender")	untranslatable, declare, declaration	social	
TRUE	adjective	wã.ʎø̃	wálló	medium-bristly, average sleek/frizzy; awake and functional; normal, standard, doing okay	bristly, medium-bristly, awake, functional, normal, standard, okay		
TRUE	noun (inanimate)	waw.jeɾ	waujer	segment (of reed, insect, or telescopic device); handle, handhold	segment, handle, handhold		
TRUE	adjective	wãw.lyːɾ	wáuluur	colour that contains red-infrared, yellow and green but not cyan, "anti-blue", "infra-brown"	blue, brown	colours	
TRUE	adverb	wẽ	wé	again, anew, once more	again, anew, more		
TRUE	noun (animate)	wẽ.cə	wécy	teacher, mentor, master	teacher, mentor, master		
TRUE	verb (intransitive)	wẽːl	wéel	move the body, change poses; (of inanimate) shift, wave, oscillate	move, pose, shift, wave, oscillate	body	
TRUE	verb (transitive)	weː.nãː	weenáa	smile at, show relaxed body language to	smile	social	
TRUE	adjective	weɸ	wef	soft, blurry, hazy, low-contrast, gradiented, scattered	soft, blur, blurry, hazy, low-contrast, contrast, gradiented, gradient, scatter, scattered		
TRUE	particle	wej	wei	clausal nominaliser (turns the immediately following clause into a noun, particle takes case inflection on clause's behalf)	untranslatable, nominal, nominaliser		
TRUE	noun (animate)	we.laː	welaa	shuttle (in Outer Wilds system, cannon-launched)	shuttle		
TRUE	verb (transitive)	we.ʎø	wello	invent, come up with, innovate	invent, come up, innovate		
TRUE	noun (inanimate)	we.ʎø.dø̃j	wellodói	advancement, step of progress, event of inventing	advancement, progress, invention		
TRUE	noun (inanimate)	we.ʎø.høɕ	wellohox	invention, new tech	invention		
TRUE	noun (inanimate)	wẽl.paʎ	wélpall	wax, clay, moldable substance	wax, clay		
TRUE	verb (transitive)	we.ɲy	wennu	uproot, pull (weeds); extract, pull out from containment	uproot, pull, extract		
TRUE	noun (animate)	we.ɾa.meɬ	weramehl	descendant, progeny	descendant, progeny		
TRUE	verb (transitive)	weɾ.hyː	werhuu	{agent} be missed by {experiencer}, inspire longing in, be craved	miss, long, longing, crave		
TRUE	noun (inanimate)	we.ɾy	weru	arm, entirety of upper limb	arm	body	
TRUE	interjection	wew	weu	oops (reaction to mildly surprising event like something falling)	oops		
TRUE	noun (inanimate)	weɕ	wex	a type of plant with flowers that smell sweet in the daytime; (name) Din	din	names, plants	
TRUE	noun (inanimate)	wi	wi	the phoneme /w/ and the matching letter	/w/, w	letters	
TRUE	verb (transitive)	wi.bẽː	wibée	repair, fix, heal	repair, fix, heal		
TRUE	noun (inanimate)	wiː	wii	shank, leg from knee to toe joint; shin, foot	shank, leg, shin, foot	body	
TRUE	noun (inanimate)	wiːɬ	wiihl	slab (of stone or similar), prism, cuboid; piece of furniture, appliance (shelf, workbench, sink etc)	slab, prism, cuboid, furniture, appliance		
TRUE	adverb	wiɾ	wir	subtly, mildly, slightly, in a small way (intrinsically, not as measured by action time)	subtly, mildly, slightly		
TRUE	verb (transitive)	wi.sã	wisá	spin, twirl, flick, cause to undergo a change in rotation	spin, twirl, flick, rotate		
TRUE	noun (animate)	wi.saː	wisaa	engineer, mechanic, someone who applies the findings of others	engineer, mechanic		
TRUE	verb (transitive)	wi.tã	witá	master, be able to (do something) and explain it, have both the intuition and the theoretical knowledge to (do something)	master, able, ability, skill, can, know		
TRUE	noun (inanimate)	wə.baː	wybaa	item, object, thing (physical, non-living)	item, object, thing	objects	
TRUE	verb (transitive)	wə̃.baɾ	wýbar	mean, signify, refer to, stand for	mean, signify, refer		
TRUE	noun (inanimate)	wə̃.ba.ɾø̃j	wýbarói	sense, interpretation, view, aspect, framework (of thought)	sense, interpretation, view, aspect, framework		
TRUE	adjective	wə̃.laː	wýlaa	medium-condition, average amount whole/broken	condition, whole, broken		
TRUE	noun (inanimate)	wə.ɲi	wynni	mash, mousse, any foamy foodstuff	mash, mousse, foam	food	
TRUE	noun (inanimate)	wə.ʙeɾ	wyver	a type of short-lived flower with sticky goo-covered seeds; (name) Clary	clary	names, plants	
TRUE	verb (intransitive)	wəː	wyy	shout, yell, scream	shout, yell, scream		
TRUE	particle	ɕa	xa	mandatory first part of a personal name, inflects on behalf of name (but neither this nor any other part inflects for specificity), may be omitted in a list of names	untranslatable, name		NAME
TRUE	noun (inanimate)	ɕaː	xaa	the phoneme /ɕ/ and the matching letter	/ɕ/, x	letters	
TRUE	noun (inanimate)	ɕaːɸ	xaaf	helium (element)	helium		
TRUE	noun (inanimate)	ɕaː.mə̃	xaamý	sound, audio	sound, audio		
TRUE	noun (inanimate)	ɕãːɾ.ʎẽ	xáarllé	alcohol, chemical from fermentation	alcohol, fermentation		
TRUE	noun (inanimate)	ɕãː.ɾə	xáary	cavity, central hollow, nearly zero-g space encircled by a planet	hollow, zero-g, cavity		
TRUE	verb (transitive)	ɕaːw.nəʎ	xaaunyll	kiss, put one's mouth onto another's neck or wool (gesture of social bonding)	kiss		
TRUE	noun (inanimate)	ɕa.cel	xacel	music instrument	music instrument, music, instrument		
TRUE	noun (inanimate)	ɕa.də̃ː	xadýy	garden, greenhouse, hydroponics, farm (with imported or artificial soil)	garden, greenhouse, hydroponics, farm		
TRUE	verb (transitive)	ɕaj.tej	xaitei	scold, snap at, tell off	scold, snap at, tell off		
TRUE	noun (inanimate)	ɕã.jã	xájá	result, outcome, reaction, consequence, fate	result, outcome, reaction, consequence, fate		
TRUE	noun (animate)	ɕã.ʎy	xállu	aunt (mother's sister)	aunt		
TRUE	noun (animate)	ɕa.ʎyɾ	xallur	pilgrim, hermit, someone who is deliberately alone	pilgrim, hermit		
TRUE	noun (inanimate)	ɕã.ɲã	xánná	piece, fragment, shard	piece, fragment, shard		
TRUE	verb (transitive)	ɕã.nyː.dø̃	xánuudó	perturb, ambiguate, introduce noise or confusion to; mess with, tamper with	perturb, ambiguate, noise, confusion, mess with, tamper with		
TRUE	noun (inanimate)	ɕa.sẽːɾ	xaséer	map; starchart, navigation database	map, starchart, navigation database		
TRUE	adjective	ɕa.syː	xasuu	with medium amount of vegetation; (of number) medium, middling	medium, middling		
TRUE	pronoun	ɕe	xe	it, the more relevant inanimate thing in the narrative, 3S.PROX.INAN, third-person proximate inanimate singular pronoun	it		
TRUE	adjective	ɕe.cəs	xecys	abstract, intangible, imaginary	abstract, intangible, imaginary		
TRUE	adjective	ɕẽ.de	xéde	cold, low-temperature	cold, low-temperature		
TRUE	verb (intransitive)	ɕẽː.ʎə	xéelly	stay, persist, survive, remain	stay, persist, survive, remain		
TRUE	adjective	ɕeː.si	xeesi	(of environment) so-so, passable, tolerable, averagely hospitable	so-so, passable, tolerable, averagely hospitable		
TRUE	adjective	ɕẽɸ.ɾø̃ːl	xéfróol	short as measured along the surface it rests on or sticks to; narrow at the base, spindly	short, narrow, spindly		
TRUE	noun (inanimate)	ɕej.ɾə	xeiry	cave, den, lair	cave, den, lair		
TRUE	verb (transitive)	ɕeʎ.də̃	xelldý	shut down, turn off, make dormant	shut down, turn off, dormant		
TRUE	noun (inanimate)	ɕeʎ.ɸø̃	xellfó	waste, trash, scrap, byproduct	waste, trash, scrap, byproduct		
TRUE	verb (transitive)	ɕe.ɲøs	xennos	scatter, spread, smear (like paint onto a wall or seeds over a field)	scatter, spread, smear		
TRUE	noun (inanimate)	ɕeɾ	xer	upper eye, third eye, the keenest of a Nomai's three eyes; (metaphor) any fragile but useful central fixture; (name) the Eye	eye, upper eye, third eye	body	upper.eye
TRUE	verb (transitive)	ɕeɾ.bej	xerbei	(3rd generation slang) obsess over, fixate on, worship	obsess, obsession, fixate, fixation, worship		
TRUE	verb (transitive)	ɕẽs	xés	lick, prod with the tongue, taste	lick, prod, taste	body	
TRUE	verb (intransitive)	ɕe.se	xese	be astray, be lost, not know one's location	stray, lost		
TRUE	verb (transitive)	ɕẽs.mẽːɾ	xésméer	spin, spool; make into roll, ball, or bale; (information) compress; (person) oversimplify, take for granted	spin, spool, roll, ball, bale, compress		
TRUE	numeral	ɕẽs.nã	xésná	46,656 (6^6)	6^6		
TRUE	numeral	ɕẽs.nãː	xésnáa	46,656 (6^6, connective form)	46656		
TRUE	pronoun	ɕeɕ	xex	the two, the two of them, the two inanimate things in narrative focus, 3D.PROX.INAN, third-person proximate inanimate dual pronoun	they		
TRUE	noun (inanimate)	ɕi.ba	xiba	piss (liquid bodily waste, casual or vulgar term)	piss	body	
TRUE	verb (transitive)	ɕi.døːteː	xidootee	oppose, defy, counter, act against	oppose, defy, defiance, counter, against		
TRUE	noun (inanimate)	ɕiː	xii	cloud, fog, mist	cloud, fog, mist		
TRUE	interjection	ɕiːɕ	xiix	(onomatopoeia) sustained, chaotic, high-pitched sound: hiss	hiss		
TRUE	adjective	ɕi.mə	ximy	dark, dim, shadowy	dark, dim, shadowy		
TRUE	noun (inanimate)	ɕi.pi	xipi	grass, staple crop, plant eaten for its stem	grass, staple		
TRUE	noun (inanimate)	ɕis.nə	xisny	incisor tooth, any slicing or piercing tooth (Nomai have no canines)	incisor, tooth, canine	body	
TRUE	noun (animate)	ɕiw	xiu	stranger, foreigner, someone unknown (connotation: attractive opportunity to exchange very different thoughts)	stranger, foreigner, unknown		
TRUE	noun (inanimate)	ɕiw.hy	xiuhu	place above something, overhead view, local sky	above, over, overhead, sky, up, high		
TRUE	verb (intransitive)	ɕiw‍.‍ɕaj	xiu‍‍xai	ally, cooperate, join	ally, cooperate, join		
TRUE	noun (inanimate)	ɕi.ʙe.ɲø	xivenno	cypsela (airborne seed of plants like dandelions); escape pod, life raft, emergency transportation	cypsela, escape pod		
TRUE	adjective	ɕi.ʙøː	xivoo	rude, mean, improper (violating Nomai social norms, chiefly by sharing false information or enabling that act)	rude, mean, improper		
TRUE	noun (inanimate)	ɕiɕ.me	xixme	receptacle, holder, socket, any place that can hold and interface with a device	receptacle, holder, interface, socket		
TRUE	noun (animate)	ɕø̃	xó	assistant, helper	assistant, helper		
TRUE	noun (inanimate)	ɕø.bẽ	xobé	symbol, glyph, mark	symbol, glyph, mark		
TRUE	verb (transitive)	ɕø̃.cy	xócu	amuse, harmlessly surprise, form neat connection in mind of	amuse, surprise		
TRUE	verb (transitive)	ɕø̃.jə̃	xójý	grab hold of, seize, grasp; start to examine, get to thinking about	grab, seize, grasp		
TRUE	noun (inanimate)	ɕøʎ	xoll	muddy spot, puddle	muddy, puddle		
TRUE	noun (inanimate)	ɕø̃.ɲil	xónnil	(granule of) feces, solid bodily waste (technical term)	feces		
TRUE	verb (intransitive)	ɕøː	xoo	sit, lean (on or against raised surface)	sit, lean		
TRUE	noun (inanimate)	ɕøː.jyːɬ	xoojuuhl	a type of feather-shaped combination of petals or a flower with that trait; (name) Plume	plume	names, plants	
TRUE	verb (transitive)	ɕøː.pi	xoopi	allow, permit, let, {agent} give {experiencer} social leeway 	allow, permit, let		
TRUE	noun (inanimate)	ɕø̃.ʙã	xóvá	smoke, (on spaceships more often) vapour, offgassing, mist	smoke, vapor, vapour, offgassing, mist		
TRUE	adverb	ɕy	xu	soon, shortly	soon, shortly	time	
TRUE	noun (inanimate)	ɕy.bi	xubi	gauge, readout, indicator	gauge, readout, indicator		
TRUE	verb (transitive)	ɕyɬ	xuhl	tinker with; use, work on, work with (material or equivalent sunk resource for a project); have, keep, manage, be (temporarily) responsible for, hold social permission to move; have in one's quarters or containers; (in expressions of habit sometimes close to) own	tinker, work, have, keep, manage, own		
TRUE	adverb	ɕy.ʎi	xulli	originally, in the unchanged state, to begin with	originally, initially, to begin with		
TRUE	noun (animate)	ɕy.mə̃	xumý	human (English loan, not canon to OW universe)	human		
TRUE	adjective	ɕy.tə̃	xutý	medium-friction, average slippery/grippy	medium-friction, slippery, grippy		
TRUE	adjective	ɕyː	xuu	smart, clever, knowledgeable, likely to recall much relevant information	smart, clever, knowledgeable		
TRUE	verb (transitive)	ɕyːɾ	xuur	demand brains from, be intellectually difficult for, challenge	challenge, difficult		
TRUE	adjective	ɕə̃.liɬ	xýlihl	previous, preceding	previous, preceding		
TRUE	verb (transitive)	ɕəl.ɕa	xylxa	capture, contain, imprison, trap	capture, contain, imprison, trap		
TRUE	noun (inanimate)	ɕəs.wa	xyswa	hypothesis, prediction of a future observation including conditions to trigger it	hypothesis		
TRUE	noun (inanimate)	ɕə̃.tø.ɸø̃	xýtofó	question, inquiry, an unknown, act of asking	question, inquiry, unknown		
TRUE	conjunction (clause)	ɕəː	xyy	or, else, in the opposite case	or, else, otherwise		
TRUE	adjective	ə.bjø	ybjo	conical, cone-shaped, tapered, pointy	conical, cone, tapered, taper, pointy, point		
TRUE	interjection	ə.cə.cə	ycycy	a type of laughter (mild, subtle, neutral: "bleating")	laugh, laughter		
TRUE	particle	əɸ	yf	used like a single closing parenthesis to mark parsing order in careful speech	untranslatable, parenthesis		
TRUE	adjective	ə.ɸa	yfa	green, yellowish green (colour detected by a Nomai lower eye's fourth cone cell)	green, yellow	colours	
TRUE	noun (inanimate)	əl	yl	the phoneme /ə/ and the matching letter	/ə/, y	letters	
TRUE	noun (inanimate)	ə̃ʎ	ýll	the phoneme /ə̃/ and the matching letter	/ə̃/, ý	letters	
TRUE	noun (inanimate)	ə.lə	yly	song, track, composition, piece of music	song, track, composition, music		
TRUE	verb (transitive)	ə.ləs.mej	ylysmei	rejoice, celebrate, cheer	rejoice, celebrate, cheer		
TRUE	verb (transitive)	ə̃.mẽː	ýmée	try, attempt, seek, pursue, tentatively apply (method, tool, approach)	try, attempt, seek, pursue		
TRUE	adjective	əs.ha	ysha	(of structure) rooted down; (of plan or choice) final, firm, past point of no return	rooted, firm, final, no return		
TRUE	adjective	əs.ha.ɕiɾ	yshaxir	fickle, indeterminate, transient; superposed, quantum (negative of ysha 'fixed, rooted')	fickle, indeterminate, transient, superposed, quantum		
